Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
St Kilda,1/19 Robe St,2,u,586500.0,S,Buxton,3/06/2017,5.0,3182.0,2.0,1.0,1.0,3093.0,,,Port Phillip,-37.86506,144.97777,Southern Metropolitan,13240.0
Surrey Hills,999A Riversdale Rd,3,h,1205000.0,S,Fletchers,28/01/2016,11.2,3127.0,3.0,1.0,2.0,490.0,,,Whitehorse,-37.8361,145.1006,Southern Metropolitan,5457.0
Sunshine West,23 Glengala Rd,3,h,547500.0,S,Douglas,18/06/2016,13.5,3020.0,3.0,1.0,2.0,603.0,131.0,1950.0,Brimbank,-37.7891,144.82299999999995,Western Metropolitan,6763.0
South Morang,7 Loveridge Wy,4,h,561000.0,SP,Ray,29/07/2017,20.5,3752.0,4.0,2.0,1.0,229.0,156.0,,Whittlesea,-37.62614,145.06723,Northern Metropolitan,7969.0
Fairfield,250 Arthur St,3,h,1145000.0,S,McGrath,28/08/2016,5.8,3078.0,3.0,1.0,3.0,590.0,,,Darebin,-37.7673,145.02100000000004,Northern Metropolitan,2970.0
Ormond,6/32 Walsh St,2,u,562000.0,S,Gary,1/07/2017,11.4,3204.0,2.0,1.0,1.0,0.0,88.0,1970.0,Glen Eira,-37.90286,145.04772,Southern Metropolitan,3578.0
Kensington,7/11 Smith St,1,u,370000.0,SP,Rendina,17/06/2017,3.4,3031.0,1.0,1.0,1.0,0.0,,2011.0,Melbourne,-37.79122,144.93175,Northern Metropolitan,5263.0
Windsor,11/5 The Avenue,2,u,623000.0,S,Beller,22/08/2016,5.1,3181.0,2.0,1.0,1.0,0.0,,1963.0,Port Phillip,-37.8572,144.9974,Southern Metropolitan,4380.0
Bentleigh,4/2 Jasper Rd,2,t,620000.0,SP,McGrath,8/04/2017,13.0,3204.0,2.0,2.0,1.0,0.0,,2012.0,Glen Eira,-37.9329,145.0393,Southern Metropolitan,6795.0
Kensington,24 McConnell St,2,h,1150000.0,S,Hodges,17/06/2017,3.4,3031.0,2.0,1.0,0.0,147.0,95.0,1890.0,Melbourne,-37.79067,144.92844,Northern Metropolitan,5263.0
Kew,7 Clevedon Ct,4,h,1950000.0,VB,Kay,8/10/2016,5.6,3101.0,3.0,2.0,2.0,400.0,251.0,2000.0,Boroondara,-37.8147,145.0438,Southern Metropolitan,10331.0
Carrum Downs,10A William Rd,2,h,403500.0,S,Harcourts,15/07/2017,34.9,3201.0,2.0,2.0,3.0,339.0,101.0,2009.0,Frankston,-38.09665,145.17646000000005,South-Eastern Metropolitan,8060.0
Mount Waverley,46 Sesame St,5,h,2248000.0,S,Jellis,15/07/2017,14.2,3149.0,5.0,5.0,2.0,729.0,398.0,2016.0,Monash,-37.86582,145.14824,Eastern Metropolitan,13366.0
Footscray,39 Moore St,3,h,755000.0,PI,hockingstuart,26/08/2017,5.1,3011.0,3.0,1.0,2.0,334.0,110.0,1920.0,,-37.7977,144.90398000000005,Western Metropolitan,7570.0
Fitzroy North,186 Queens Pde,2,t,930000.0,S,Nelson,3/09/2016,3.5,3068.0,2.0,3.0,0.0,2778.0,3558.0,,Yarra,-37.7903,144.9859,Northern Metropolitan,6244.0
Yallambie,4 Melliodora Pl,3,h,731000.0,S,hockingstuart,18/06/2016,15.0,3085.0,3.0,2.0,2.0,566.0,156.0,1991.0,Banyule,-37.7195,145.1034,Northern Metropolitan,1369.0
Heidelberg West,17 Blackwood Pde,4,h,820000.0,S,Fletchers,27/11/2016,9.4,3081.0,4.0,2.0,2.0,608.0,,,Banyule,-37.7437,145.0402,Eastern Metropolitan,2674.0
St Kilda,17/51 Chapel St,1,u,360000.0,S,McGrath,16/07/2016,6.1,3182.0,1.0,1.0,1.0,0.0,,,Port Phillip,-37.8627,144.9912,Southern Metropolitan,13240.0
Oakleigh,1173 North Rd,3,h,1035000.0,S,Buxton,12/11/2016,14.0,3166.0,3.0,1.0,2.0,650.0,,,Monash,-37.91,145.0914,Southern Metropolitan,3224.0
Heidelberg West,6 Midway St,3,h,525000.0,S,Miles,10/12/2016,9.4,3081.0,3.0,1.0,2.0,192.0,,1970.0,Banyule,-37.7409,145.0398,Eastern Metropolitan,2674.0
Balwyn,27 Nungerner St,4,h,2130000.0,PI,Jellis,7/05/2016,9.7,3103.0,4.0,2.0,2.0,664.0,,,Boroondara,-37.8055,145.0699,Southern Metropolitan,5682.0
Essendon,9/160 Napier St,1,u,280000.0,SP,Pagan,16/04/2016,8.0,3040.0,1.0,1.0,1.0,0.0,49.0,1960.0,Moonee Valley,-37.7475,144.9194,Western Metropolitan,9264.0
Box Hill,126 Carrington Rd,2,u,616000.0,S,Philip,16/07/2016,13.1,3128.0,3.0,1.0,1.0,155.0,,,Whitehorse,-37.8193,145.1149,Eastern Metropolitan,4605.0
Heidelberg Heights,97 Edwin St,2,h,815000.0,SP,Fletchers,3/09/2016,10.5,3081.0,2.0,1.0,2.0,589.0,120.0,1930.0,Banyule,-37.7501,145.0505,Eastern Metropolitan,2947.0
Brighton East,80 Marriage Rd,3,h,1500000.0,S,Nick,6/08/2016,10.7,3187.0,3.0,2.0,2.0,315.0,228.0,2000.0,Bayside,-37.9199,145.0174,Southern Metropolitan,6938.0
Glenroy,118 Bindi St,3,h,500000.0,SP,Nelson,25/02/2017,13.0,3046.0,3.0,1.0,4.0,677.0,,,Moreland,-37.695,144.9271,Northern Metropolitan,8870.0
Gladstone Park,8 Conifer Cl,3,h,660000.0,S,Barry,9/09/2017,12.9,3043.0,3.0,1.0,3.0,467.0,,,,-37.69271,144.891,Western Metropolitan,3285.0
Brighton,2 Normanby St,3,h,2225000.0,PI,Nick,8/04/2017,11.2,3186.0,3.0,2.0,2.0,0.0,167.0,1980.0,Bayside,-37.911,144.9866,Southern Metropolitan,10579.0
Dingley Village,2/77 Centre Dandenong Rd,2,u,612000.0,S,Buxton,1/07/2017,22.2,3172.0,2.0,1.0,1.0,197.0,,1975.0,Kingston,-37.98412,145.13433,South-Eastern Metropolitan,3940.0
Endeavour Hills,44 Denton Dr,3,h,630000.0,SP,O'Brien,29/07/2017,28.5,3802.0,3.0,2.0,2.0,581.0,128.0,1985.0,Casey,-37.98418,145.27178,South-Eastern Metropolitan,8443.0
Coburg,3 Phillips St,3,h,1030000.0,S,Considine,17/09/2016,7.8,3058.0,3.0,1.0,1.0,404.0,,,Moreland,-37.7504,144.9537,Northern Metropolitan,11204.0
South Morang,141 Hawkstowe Pde,5,h,905000.0,S,Ray,3/06/2017,20.5,3752.0,5.0,5.0,3.0,700.0,270.0,2010.0,Whittlesea,-37.6236,145.10629,Northern Metropolitan,7969.0
Coburg,4/34 Gladstone St,2,u,650000.0,S,Barry,29/04/2017,7.8,3058.0,2.0,1.0,1.0,136.0,81.0,1975.0,Moreland,-37.7449,144.9754,Northern Metropolitan,11204.0
Newport,70 Market St,4,h,710000.0,S,Greg,4/06/2016,8.4,3015.0,4.0,1.0,2.0,329.0,108.0,1955.0,Hobsons Bay,-37.847,144.8788,Western Metropolitan,5498.0
Fawkner,2/99 Major Rd,2,u,328000.0,SP,Love,29/04/2017,12.4,3060.0,2.0,1.0,1.0,0.0,67.0,1970.0,Moreland,-37.7071,144.9644,Northern Metropolitan,5070.0
Caulfield South,26 Flowers St,3,h,1577500.0,S,hockingstuart,3/09/2016,9.3,3162.0,3.0,2.0,2.0,357.0,144.0,1935.0,Glen Eira,-37.8896,145.0307,Southern Metropolitan,5051.0
Armadale,25 Llaneast St,4,h,2200000.0,PI,Jellis,15/10/2016,6.3,3143.0,4.0,1.0,2.0,495.0,163.0,1900.0,Stonnington,-37.8613,145.0264,Southern Metropolitan,4836.0
Ivanhoe East,82 McArthur Rd,2,h,1601000.0,S,Haughton,15/07/2017,7.8,3079.0,2.0,1.0,2.0,697.0,,,Banyule,-37.77345,145.06098,Eastern Metropolitan,1554.0
Reservoir,2/2 Elsey Rd,2,u,525000.0,S,Harcourts,23/04/2016,11.2,3073.0,3.0,1.0,2.0,284.0,,2014.0,Darebin,-37.705,145.0152,Northern Metropolitan,21650.0
Richmond,2 Kimber St,3,h,1285000.0,S,Steveway,22/05/2016,2.6,3121.0,3.0,2.0,1.0,123.0,,,Yarra,-37.8267,145.0122,Northern Metropolitan,14949.0
Reservoir,34 Elsey Rd,3,h,750000.0,VB,Stockdale,9/09/2017,12.0,3073.0,3.0,1.0,3.0,611.0,,,,-37.70486,145.01169,Northern Metropolitan,21650.0
Eaglemont,107 Banksia St,3,h,1100000.0,VB,Holland,27/06/2016,10.3,3084.0,3.0,2.0,1.0,555.0,300.0,1988.0,Banyule,-37.7585,145.0568,Eastern Metropolitan,1651.0
Hillside,96 Glenbruar Dr,4,h,580000.0,SP,YPA,12/08/2017,18.0,3037.0,4.0,2.0,2.0,600.0,174.0,2002.0,Melton,-37.6844,144.75595,Western Metropolitan,5556.0
Ferntree Gully,4 Parklands Cl,3,h,797000.0,S,Schroeder,9/09/2017,24.8,3156.0,3.0,2.0,1.0,626.0,145.0,1995.0,,-37.89555,145.27625,Eastern Metropolitan,10788.0
Templestowe Lower,40 Dellfield Dr,5,h,950000.0,PI,Barry,10/09/2016,13.8,3107.0,5.0,3.0,2.0,700.0,220.0,1973.0,Manningham,-37.7658,145.124,Eastern Metropolitan,5420.0
Brighton,8/42 Grosvenor St,2,u,575000.0,S,Buxton,12/11/2016,11.2,3186.0,2.0,1.0,1.0,0.0,,,Bayside,-37.9097,144.9914,Southern Metropolitan,10579.0
Upwey,338 Glenfern Rd,2,h,575000.0,S,Harcourts,27/05/2017,29.3,3158.0,2.0,1.0,1.0,1200.0,,,Yarra Ranges,-37.91732,145.33501,Eastern Victoria,2591.0
Moonee Ponds,13/110 Maribyrnong Rd,2,u,330000.0,VB,Brad,14/05/2016,6.9,3039.0,2.0,1.0,1.0,0.0,39.0,2014.0,Moonee Valley,-37.7715,144.916,Western Metropolitan,6232.0
Hughesdale,18 Paget St,2,h,1550000.0,S,Woodards,3/09/2016,13.0,3166.0,2.0,1.0,1.0,732.0,97.0,1950.0,Monash,-37.8931,145.0791,Southern Metropolitan,3145.0
Avondale Heights,68 Thompson St,3,h,680000.0,S,Nelson,6/08/2016,10.5,3034.0,3.0,1.0,2.0,570.0,120.0,1970.0,Moonee Valley,-37.7591,144.8542,Western Metropolitan,4502.0
Brunswick,10 Staley St,3,h,1200000.0,S,Nelson,8/04/2017,5.2,3056.0,3.0,1.0,1.0,318.0,,1927.0,Moreland,-37.7648,144.9633,Northern Metropolitan,11918.0
Sandringham,4/64 Edward St,3,u,760000.0,VB,Hodges,17/06/2017,15.2,3191.0,3.0,1.0,1.0,178.0,,,Bayside,-37.96224,145.01683,Southern Metropolitan,4497.0
Balwyn North,2/22 Severn St,3,t,1137000.0,S,Fletchers,19/11/2016,9.2,3104.0,3.0,2.0,2.0,349.0,,,Boroondara,-37.7955,145.0694,Southern Metropolitan,7809.0
Toorak,8/5 Gordon St,1,u,405000.0,PI,Jellis,14/05/2016,4.6,3142.0,1.0,1.0,1.0,0.0,,,Stonnington,-37.844,145.005,Southern Metropolitan,7217.0
Prahran,43 Highbury Gr,3,h,1651000.0,S,Marshall,16/04/2016,4.5,3181.0,3.0,1.0,2.0,294.0,,,Stonnington,-37.8558,145.0072,Southern Metropolitan,7717.0
Brighton,2A Collins St,4,h,4050000.0,PI,Buxton,12/08/2017,10.5,3186.0,4.0,4.0,4.0,508.0,465.0,2011.0,Bayside,-37.90904000000001,144.99868,Southern Metropolitan,10579.0
Burwood,15 Wattlebird Ct,4,h,1750000.0,S,Fletchers,9/09/2017,10.4,3125.0,4.0,2.0,4.0,514.0,258.0,2000.0,,-37.84248,145.10181,Southern Metropolitan,5678.0
Northcote,40 Gadd St,4,h,1955000.0,SP,McGrath,12/08/2017,5.3,3070.0,4.0,2.0,1.0,5.0,,,Darebin,-37.7628,144.99375,Northern Metropolitan,11364.0
Reservoir,30 Davidson St,5,h,925000.0,S,Nelson,24/09/2016,11.2,3073.0,5.0,3.0,4.0,922.0,,,Darebin,-37.6961,144.9865,Northern Metropolitan,21650.0
Middle Park,204 Page St,6,h,5600000.0,PI,Marshall,3/06/2017,3.0,3206.0,6.0,4.0,2.0,472.0,328.0,1915.0,Port Phillip,-37.85231,144.96373,Southern Metropolitan,2019.0
Kensington,54 McConnell St,4,h,1415000.0,SP,Biggin,17/06/2017,3.4,3031.0,4.0,2.0,0.0,199.0,96.0,1982.0,Melbourne,-37.7916,144.92855,Northern Metropolitan,5263.0
Richmond,36/73 River St,2,u,592000.0,SA,Jellis,9/09/2017,2.4,3121.0,2.0,2.0,1.0,14294.0,77.0,2006.0,,-37.81894000000001,145.01314,Northern Metropolitan,14949.0
Burwood East,1 Sartori St,4,h,1600000.0,S,Fletchers,8/07/2017,14.7,3151.0,4.0,2.0,2.0,592.0,260.0,2007.0,Whitehorse,-37.84839,145.14299,Eastern Metropolitan,4048.0
Kew,199 Barkers Rd,4,h,2150000.0,S,Marshall,20/05/2017,5.6,3101.0,4.0,4.0,2.0,543.0,,,Boroondara,-37.8144,145.0358,Southern Metropolitan,10331.0
Coburg,48 Murray St,3,h,1130000.0,S,Nelson,25/02/2017,7.8,3058.0,3.0,1.0,3.0,206.0,80.0,1945.0,Moreland,-37.7382,144.9563,Northern Metropolitan,11204.0
Brunswick West,2/530 Victoria St,2,u,497000.0,S,Hodges,28/05/2016,5.9,3055.0,2.0,1.0,1.0,0.0,84.0,1977.0,Moreland,-37.7647,144.9412,Northern Metropolitan,7082.0
Doncaster East,5 Ryder Ct,5,h,1330000.0,S,Parkes,16/09/2017,14.3,3109.0,5.0,3.0,3.0,751.0,439.0,1980.0,,-37.76431,145.17778,Eastern Metropolitan,10999.0
Melton,1 Irving Rd,4,h,400000.0,S,YPA,3/06/2017,31.7,3337.0,4.0,2.0,2.0,643.0,30.0,,Melton,-37.68834,144.56803,Western Victoria,3600.0
Templestowe,36 Newmans Rd,5,h,1930000.0,S,Jellis,16/09/2017,15.5,3106.0,5.0,3.0,2.0,807.0,377.0,2000.0,,-37.75245,145.15283,Eastern Metropolitan,6202.0
Malvern East,24 Prior Rd,2,h,1150000.0,PI,Jellis,14/05/2016,11.2,3145.0,2.0,1.0,2.0,604.0,119.0,1960.0,Stonnington,-37.8835,145.0886,Southern Metropolitan,8801.0
Lalor,60 Dickens St,3,h,798000.0,SA,Harcourts,22/07/2017,16.3,3075.0,3.0,1.0,2.0,806.0,,1964.0,Whittlesea,-37.66871,145.01,Northern Metropolitan,8279.0
Essendon,100 Bradshaw St,2,h,1980000.0,S,Barry,27/05/2017,7.5,3040.0,2.0,1.0,6.0,856.0,105.0,1950.0,Moonee Valley,-37.74022,144.89557,Western Metropolitan,9264.0
Toorak,73/145 Canterbury Rd,1,u,247500.0,SA,RT,22/04/2017,4.6,3142.0,1.0,1.0,1.0,0.0,,,Stonnington,-37.8421,145.0104,Southern Metropolitan,7217.0
Bundoora,84 Linacre Dr,4,h,1300000.0,S,Barry,12/08/2017,12.1,3083.0,4.0,2.0,2.0,637.0,,,Whittlesea,-37.68646,145.08183,Northern Metropolitan,10175.0
Preston,19 Cynga St,3,h,920000.0,PI,Haughton,27/05/2017,8.4,3072.0,3.0,1.0,2.0,693.0,93.0,1950.0,Darebin,-37.74528,145.01987,Northern Metropolitan,14577.0
Alphington,815 Heidelberg Rd,3,h,2000000.0,PI,hockingstuart,15/10/2016,6.4,3078.0,3.0,3.0,2.0,686.0,,,Darebin,-37.78,145.0341,Northern Metropolitan,2211.0
Doncaster,16 Katrina St,3,h,1020000.0,PI,hockingstuart,27/06/2016,13.9,3108.0,3.0,1.0,2.0,725.0,,,Manningham,-37.7945,145.1172,Eastern Metropolitan,9028.0
Oak Park,11 Murphy St,4,h,920000.0,S,Ray,7/11/2016,11.5,3046.0,4.0,2.0,2.0,780.0,179.0,1965.0,Moreland,-37.7168,144.9171,Northern Metropolitan,2651.0
Murrumbeena,17/190 Murrumbeena Rd,1,u,357000.0,S,Gary,24/06/2017,10.1,3163.0,1.0,1.0,1.0,1382.0,,,Glen Eira,-37.89792,145.06516000000005,Southern Metropolitan,4442.0
South Yarra,202/800 Chapel St,2,u,840000.0,S,Beller,25/02/2017,3.3,3141.0,2.0,2.0,1.0,0.0,92.0,2002.0,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887.0
Murrumbeena,22/41 Murrumbeena Rd,2,u,605000.0,SP,Fletchers,12/11/2016,12.1,3163.0,2.0,2.0,2.0,5289.0,72.0,2013.0,Glen Eira,-37.8882,145.0666,Southern Metropolitan,4442.0
Abbotsford,78 Yarra St,3,h,1176500.0,S,LITTLE,16/07/2016,2.5,3067.0,2.0,1.0,1.0,138.0,105.0,1890.0,Yarra,-37.8021,144.9965,Northern Metropolitan,4019.0
Balwyn North,12 Clifton St,4,h,1720000.0,PI,Marshall,18/03/2017,9.2,3104.0,4.0,3.0,2.0,869.0,170.0,1950.0,Boroondara,-37.8002,145.0999,Southern Metropolitan,7809.0
Brunswick,217 Victoria St,3,h,1210000.0,S,Woodards,6/05/2017,5.2,3056.0,3.0,1.0,0.0,282.0,112.0,1900.0,Moreland,-37.7674,144.966,Northern Metropolitan,11918.0
Bundoora,28 Greenwood Dr,3,h,805000.0,S,Barry,1/07/2017,12.1,3083.0,3.0,1.0,2.0,669.0,,,Banyule,-37.70834,145.05424,Northern Metropolitan,10175.0
Greensborough,14 Wolangi Ct,4,h,1028000.0,S,Morrison,8/07/2017,16.1,3088.0,4.0,3.0,4.0,925.0,,,Banyule,-37.69261,145.1105,Northern Metropolitan,8524.0
Reservoir,12 Nutwood St,5,h,762500.0,S,Nelson,28/05/2016,11.2,3073.0,3.0,2.0,2.0,548.0,285.0,1990.0,Darebin,-37.7099,145.0333,Northern Metropolitan,21650.0
Strathmore,45 Loeman St,4,h,1280000.0,VB,Brad,18/03/2017,9.7,3041.0,4.0,2.0,2.0,689.0,25.0,1977.0,Moonee Valley,-37.7345,144.9196,Western Metropolitan,3284.0
Balwyn North,3/1 Corhampton Rd,2,h,685000.0,SP,Jellis,22/05/2016,9.2,3104.0,2.0,1.0,1.0,177.0,85.0,1975.0,Boroondara,-37.7935,145.0679,Southern Metropolitan,7809.0
Preston,105 Gower St,3,h,1115000.0,S,McGrath,27/05/2017,8.4,3072.0,3.0,1.0,2.0,680.0,129.0,1960.0,Darebin,-37.74244,145.02006,Northern Metropolitan,14577.0
Balwyn North,35 Sylvander St,4,h,1890000.0,S,Jellis,13/05/2017,9.2,3104.0,4.0,3.0,2.0,636.0,227.0,1960.0,Boroondara,-37.789,145.0938,Southern Metropolitan,7809.0
Hillside,22 Santolin Dr,4,h,600000.0,PI,Barry,15/07/2017,18.0,3037.0,4.0,2.0,3.0,715.0,,1999.0,Melton,-37.69787,144.75082,Western Metropolitan,5556.0
Burwood,14/1 Conservatory Dr,3,u,625000.0,PI,Jellis,10/09/2016,11.7,3125.0,3.0,2.0,1.0,0.0,115.0,2002.0,Monash,-37.8561,145.0962,Southern Metropolitan,5678.0
Reservoir,7 Loddon Av,3,h,935000.0,S,Ray,16/09/2017,12.0,3073.0,3.0,1.0,2.0,768.0,,,,-37.7234,145.0266,Northern Metropolitan,21650.0
Fawkner,6 Lock St,4,h,752500.0,SP,hockingstuart,18/03/2017,12.4,3060.0,4.0,1.0,2.0,0.0,135.0,1950.0,Moreland,-37.7106,144.9682,Northern Metropolitan,5070.0
Burwood,5/19 Hughes St,4,t,845000.0,PI,hockingstuart,3/06/2017,10.4,3125.0,4.0,3.0,2.0,94.0,184.0,,Whitehorse,-37.85213,145.10928,Southern Metropolitan,5678.0
Templestowe Lower,4 Caroline Dr,3,h,1220000.0,SP,Jellis,27/11/2016,13.8,3107.0,3.0,1.0,2.0,720.0,133.0,1960.0,Manningham,-37.7668,145.1086,Eastern Metropolitan,5420.0
Kingsville,182 Williamstown Rd,3,h,900000.0,SP,Jas,12/08/2017,6.4,3012.0,3.0,1.0,1.0,275.0,11.0,1936.0,Maribyrnong,-37.81167,144.88346,Western Metropolitan,1808.0
Blackburn,14 Kerr St,4,h,1562000.0,S,Noel,24/06/2017,13.4,3130.0,4.0,2.0,1.0,592.0,,,Whitehorse,-37.81175,145.14213999999996,Eastern Metropolitan,5713.0
Brighton East,76 Canberra Gr,3,h,2060000.0,S,Jellis,26/08/2017,10.3,3187.0,3.0,1.0,3.0,685.0,175.0,1950.0,,-37.92364,145.01118,Southern Metropolitan,6938.0
Glenroy,19 Wheatsheaf Rd,3,h,895000.0,S,Barry,6/05/2017,13.0,3046.0,3.0,1.0,2.0,697.0,148.0,1955.0,Moreland,-37.7097,144.9256,Northern Metropolitan,8870.0
Armadale,8/19 Mercer Rd,2,u,599000.0,S,Jellis,3/09/2016,6.3,3143.0,2.0,1.0,1.0,0.0,76.0,1964.0,Stonnington,-37.8543,145.0262,Southern Metropolitan,4836.0
Caulfield North,75 Normanby Rd,4,h,1925000.0,PI,Marshall,12/08/2017,7.8,3161.0,4.0,2.0,2.0,494.0,176.0,1900.0,Glen Eira,-37.87206,145.03512,Southern Metropolitan,6923.0
Albert Park,364 Montague St,2,h,1562500.0,S,Greg,15/10/2016,3.3,3206.0,2.0,1.0,0.0,141.0,83.0,1890.0,Port Phillip,-37.8424,144.9562,Southern Metropolitan,3280.0
West Footscray,18 Molesworth Ct,4,h,1276000.0,S,Jas,12/08/2017,6.4,3012.0,4.0,2.0,1.0,323.0,130.0,1945.0,Maribyrnong,-37.79429,144.87412,Western Metropolitan,5058.0
Brunswick,2/123 Brunswick Rd,3,t,640000.0,PI,Walshe,27/06/2016,5.2,3056.0,3.0,2.0,1.0,110.0,118.0,2000.0,Moreland,-37.7776,144.9691,Northern Metropolitan,11918.0
Port Melbourne,282 Ross St,3,h,1655000.0,S,Chisholm,25/02/2017,3.8,3207.0,3.0,1.0,1.0,220.0,,,Port Phillip,-37.8329,144.942,Southern Metropolitan,8648.0
Moorabbin,24a Franklin St,3,t,800000.0,S,Buxton,28/08/2016,14.6,3189.0,3.0,2.0,1.0,0.0,,1999.0,Kingston,-37.9374,145.0542,Southern Metropolitan,2555.0
Balwyn,5/95 Balwyn Rd,2,u,754000.0,PI,Marshall,18/03/2017,9.7,3103.0,2.0,1.0,1.0,87.0,88.0,1990.0,Boroondara,-37.8134,145.08100000000005,Southern Metropolitan,5682.0
Cheltenham,78 Albenca St,5,h,1300000.0,VB,Buxton,26/08/2017,17.9,3192.0,5.0,2.0,2.0,1006.0,213.0,1970.0,,-37.97404,145.07541,Southern Metropolitan,9758.0
Ringwood,4 Norman Ct,3,h,800000.0,PI,Woodards,17/06/2017,19.9,3134.0,3.0,1.0,1.0,737.0,,,Maroondah,-37.8021,145.23473,Eastern Metropolitan,7785.0
Viewbank,9 Rockaway Dr,4,h,1155000.0,PI,Fletchers,22/04/2017,13.8,3084.0,4.0,2.0,3.0,780.0,217.0,1950.0,Banyule,-37.7308,145.0932,Eastern Metropolitan,2698.0
South Yarra,402/89 River St,2,u,801000.0,S,Biggin,6/08/2016,3.3,3141.0,2.0,2.0,1.0,0.0,,2000.0,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887.0
South Yarra,76 Osborne St,1,h,2115000.0,S,Marshall,17/09/2016,3.3,3141.0,1.0,1.0,1.0,569.0,,,Stonnington,-37.8428,144.991,Southern Metropolitan,14887.0
Pascoe Vale,9 Irvine St,3,h,1120000.0,S,Brad,3/09/2016,9.9,3044.0,2.0,1.0,2.0,50.0,141.0,1950.0,Moreland,-37.734,144.9416,Northern Metropolitan,7485.0
Doncaster,5 Arnold Gr,4,h,1868000.0,S,hockingstuart,7/05/2016,13.9,3108.0,3.0,2.0,2.0,925.0,218.0,1960.0,Manningham,-37.7869,145.1183,Eastern Metropolitan,9028.0
Carnegie,1/80 Oakleigh Rd,3,u,1105000.0,S,Gary,13/05/2017,11.4,3163.0,3.0,2.0,2.0,271.0,,1997.0,Glen Eira,-37.8993,145.0531,Southern Metropolitan,7822.0
Werribee,3 Gavan Ct,3,h,570000.0,S,S&L,15/07/2017,14.7,3030.0,3.0,1.0,3.0,909.0,,1965.0,Wyndham,-37.89074,144.65677,Western Metropolitan,16166.0
Maidstone,4/4 Crefden St,2,u,335000.0,SP,Biggin,11/02/2017,9.2,3012.0,2.0,1.0,1.0,0.0,70.0,2009.0,Maribyrnong,-37.7776,144.8723,Western Metropolitan,3873.0
Elsternwick,5/30 College St,2,h,716000.0,S,hockingstuart,3/06/2017,7.2,3185.0,2.0,1.0,1.0,0.0,,1970.0,Glen Eira,-37.89438,145.00851,Southern Metropolitan,4898.0
Williamstown,8/99 Verdon St,1,u,310000.0,SP,Sweeney,7/05/2016,8.0,3016.0,1.0,1.0,1.0,0.0,58.0,1968.0,Hobsons Bay,-37.8588,144.8919,Western Metropolitan,6380.0
Carlton,32 Dorrit St,4,h,2033000.0,S,Nelson,23/04/2016,1.8,3053.0,2.0,2.0,2.0,123.0,,,Melbourne,-37.7998,144.9665,Northern Metropolitan,6786.0
Carlton,21 Grattan St,4,h,2705000.0,S,Jellis,25/02/2017,1.8,3053.0,4.0,2.0,2.0,0.0,,,Melbourne,-37.8012,144.9689,Northern Metropolitan,6786.0
Parkville,92 Fitzgibbon St,2,h,1805000.0,S,Collins,8/10/2016,2.6,3052.0,2.0,1.0,1.0,187.0,102.0,1890.0,Melbourne,-37.7939,144.9572,Northern Metropolitan,2309.0
Craigieburn,42 Excelsior Hts,6,h,1000000.0,S,YPA,22/07/2017,20.6,3064.0,6.0,3.0,2.0,752.0,40.0,,Hume,-37.57186,144.93495,Northern Metropolitan,15510.0
Kew,8/48 Derby St,2,u,643000.0,S,Jellis,20/05/2017,5.6,3101.0,2.0,1.0,1.0,0.0,,1960.0,Boroondara,-37.8018,145.0376,Southern Metropolitan,10331.0
Bentleigh East,1/93 Tambet St,2,h,813000.0,S,Buxton,13/08/2016,13.9,3165.0,2.0,1.0,1.0,306.0,,,Glen Eira,-37.9111,145.072,Southern Metropolitan,10969.0
Carlton,111/101 Grattan St,2,u,610250.0,S,Nelson,7/05/2016,1.8,3053.0,2.0,1.0,1.0,0.0,72.0,1994.0,Melbourne,-37.8009,144.9662,Northern Metropolitan,6786.0
Clifton Hill,12 Kiewa St,2,h,1417000.0,SP,Nelson,10/12/2016,3.4,3068.0,2.0,1.0,0.0,197.0,,,Yarra,-37.7924,145.0002,Northern Metropolitan,2954.0
Balwyn,9/3 Boston Rd,2,u,800000.0,S,Langwell,22/07/2017,7.9,3103.0,2.0,1.0,1.0,0.0,,1960.0,Boroondara,-37.81675,145.07716000000005,Southern Metropolitan,5682.0
Sandringham,1/10 Reno Rd,4,h,1235000.0,S,Hodges,29/07/2017,15.2,3191.0,4.0,2.0,2.0,404.0,165.0,1925.0,Bayside,-37.95882,145.02138,Southern Metropolitan,4497.0
Kew,139 Eglinton St,2,h,912500.0,S,Domain,3/06/2017,5.4,3101.0,2.0,1.0,2.0,239.0,,,Boroondara,-37.8008,145.04336,Southern Metropolitan,10331.0
Sunshine,138 Devonshire Rd,4,h,726000.0,S,YPA,6/05/2017,12.6,3020.0,4.0,2.0,0.0,567.0,95.0,1950.0,Brimbank,-37.7866,144.8458,Western Metropolitan,3755.0
Boronia,10 Hansen Rd,4,h,950000.0,S,iTRAK,15/07/2017,25.0,3155.0,4.0,2.0,4.0,2033.0,255.0,1970.0,Knox,-37.86669000000001,145.29959,Eastern Metropolitan,9704.0
Elsternwick,2/21 Gisborne St,2,h,1160000.0,SP,Chisholm,12/11/2016,8.5,3185.0,2.0,2.0,2.0,155.0,137.0,2011.0,Glen Eira,-37.8887,145.0046,Southern Metropolitan,4898.0
